tatru	tat	breast		$x_{1}$ is a/the breast/mammary/teat [body-part] of $x_{2}$; [metaphor: projection providing liquid].	gismu
vasxu	vax va'u	breathe		$x_{1}$ breathes/respires $x_{2}$ [gas].	gismu
brife	bif bi'e	breeze	wind	$x_{1}$ is a breeze/wind/gale from direction $x_{2}$ with speed $x_{3}$; $x_{1}$ blows from $x_{2}$.	gismu
cripu	rip	bridge		$x_{1}$ is a bridge/span over/across $x_{2}$ between $x_{3}$ and $x_{4}$ [unordered, typically destination first].	gismu
gasnu	gau	bring about	do	$x_{1}$ [person/agent] is an agentive cause of event $x_{2}$; $x_{1}$ does/brings about $x_{2}$.	gismu
ganra	gan	broad	wide	$x_{1}$ is broad/wide in dimension $x_{2}$ [2nd most significant dimension] by standard $x_{3}$.	gismu
spofu	pof po'u	broken		$x_{1}$ is broken/inoperable/broken down/non-utile/not usable for function $x_{2}$.	gismu
ransu		bronze		$x_{1}$ is a quantity of/contains/is made of bronze of composition including $x_{2}$.	gismu
bruna	bun bu'a	brother		$x_{1}$ is brother of/fraternal to $x_{2}$ by bond/tie/standard/parent(s) $x_{3}$; [not necess. biological].	gismu
mebri	meb	brow	forehead	$x_{1}$ is a/the brow/forehead [projecting flat/smooth head/body-part] of $x_{2}$.	gismu
bunre	bur bu'e	brown		$x_{1}$ is brown/tan [color adjective].	gismu
burcu	bru	brush		$x_{1}$ is a brush for purpose $x_{2}$ (event) with bristles $x_{3}$.	gismu
baktu		bucket		$x_{1}$ is a bucket/pail/can/deep, solid, wide-topped container of contents $x_{2}$, made of material $x_{3}$.	gismu
xruba	xub	buckwheat		$x_{1}$ is a quantity of buckwheat/rhubarb/sorrel grass of species/strain $x_{2}$.	gismu
zbasu	zba	build	make	$x_{1}$ makes/assembles/builds/manufactures/creates $x_{2}$ out of materials/parts/components $x_{3}$.	gismu
dinju	dij di'u	building		$x_{1}$ is a building/edifice for purpose $x_{2}$.	gismu
balji		bulb		$x_{1}$ is a bulb [body-part] of plant/species $x_{2}$; [metaphor: rounded, bulgy].	gismu
bakfu	baf	bundle		$x_{1}$ is a bundle/package/cluster/clump/pack [shape/form] containing $x_{2}$, held together by $x_{3}$.	gismu
jelca	jel	burn		$x_{1}$ burns/[ignites/is flammable/inflammable] at temperature $x_{2}$ in atmosphere $x_{3}$.	gismu
matne		butter		$x_{1}$ is a quantity of/contains butter/oleo/margarine/shortening from source $x_{2}$.	gismu
toldi	tod	butterfly		$x_{1}$ is a butterfly/moth of species/breed $x_{2}$.	gismu
zargu	zag za'u	buttock	arse	$x_{1}$ is a/the buttock(s)/arse/rear/seat [body-part] of $x_{2}$; [metaphor: rounded surface, support].	gismu
batke		button		$x_{1}$ is a button/knob/[handle] on/for item $x_{2}$, with purpose $x_{3}$, made of material $x_{4}$.	gismu
kobli	kob ko'i	cabbage		$x_{1}$ is a quantity of cabbage/lettuce/leafy vegetable of species/strain $x_{2}$.	gismu
sabnu		cabin		$x_{1}$ is a cabin of vehicle $x_{2}$.	gismu
kanji	kaj	calculate		$x_{1}$ calculates/reckons/computes $x_{2}$ [value (ni)/state] from data $x_{3}$ by process $x_{4}$.	gismu
kumte		camel		$x_{1}$ is a camel/llama/alpaca/vicuna/dromedary of species/breed $x_{2}$.	gismu
kacma		camera		$x_{1}$ is a camera/photographic equipment recording illumination type $x_{2}$ images to medium $x_{3}$.	gismu
ginka	gik	camp		$x_{1}$ is a camp/encampment/temporary residence of $x_{2}$ at location $x_{3}$.	gismu
lante		can		$x_{1}$ is a can/tightly sealed/pre-sealed container for perishable contents $x_{2}$, made of $x_{3}$.	gismu
naxle	nax xle	canal		$x_{1}$ is a canal/channel to $x_{2}$ from $x_{3}$ with route $x_{4}$.	gismu
kenra	ken	cancer		$x_{1}$ is a cancer [malignant disease] in $x_{2}$.	gismu
delno	del de'o	candela		$x_{1}$ is $x_{2}$ candela [metric unit] in luminosity (default is 1) by standard $x_{3}$.	gismu
grana	ga'a	cane	pole	$x_{1}$ is a rod/pole/staff/stick/cane [shape/form] of material $x_{2}$.	gismu
mapku	map	cap		$x_{1}$ is a cap/hat/crown/helmet/piece of headgear [head-top garment] of material $x_{2}$.	gismu
jatna	ja'a	captain		$x_{1}$ is captain/commander/leader/in-charge/boss of vehicle/domain $x_{2}$.	gismu
kavbu	kav	capture	catch	$x_{1}$ captures/catches/apprehends/seizes/nabs $x_{2}$ with trap/restraint $x_{3}$.	gismu
tabno	tab	carbon		$x_{1}$ is a quantity of/contains/is made of carbon/graphite/[diamond]/charcoal; $x_{1}$ is organic.	gismu
karda		card		$x_{1}$ is a card [small nearly-2-dimensional shape/form] of material $x_{2}$, shape $x_{3}$.	gismu
bevri	bev bei	carry		$x_{1}$ carries/hauls/bears/transports cargo $x_{2}$ to $x_{3}$ from $x_{4}$ over path $x_{5}$; $x_{1}$ is a carrier/[porter].	gismu
carce		cart		$x_{1}$ is a cart/carriage/wagon [wheeled vehicle] for carrying $x_{2}$, propelled by $x_{3}$.	gismu
samcu		cassava		$x_{1}$ is a quantity of cassava/taro/manioc/tapioca/yam [edible starchy root] of species/strain $x_{2}$.	gismu
mlatu	lat	cat		$x_{1}$ is a cat/[puss/pussy/kitten] [feline animal] of species/breed $x_{2}$; (adjective:) $x_{1}$ is feline.	gismu
rinka	rik ri'a	cause		$x_{1}$ (event/state) effects/physically causes effect $x_{2}$ (event/state) under conditions $x_{3}$.	gismu
kevna	kev ke'a	cavity	hole	$x_{1}$ is a cavity/hole/hollow/cavern in $x_{2}$; $x_{1}$ is concave within $x_{2}$; $x_{2}$ is hollow at locus $x_{1}$.	gismu
sisti	sti	cease	end	$x_{1}$ [agent] ceases/stops/halts/ends activity/process/state $x_{2}$ [not necessarily completing it].	gismu
salci	sla	celebrate		$x_{1}$ celebrates/recognizes/honors $x_{2}$ (event/abstract) with activity/[party] $x_{3}$.	gismu
selci	sle	cell		$x_{1}$ is a cell/atom/unit/molecule of $x_{2}$; $x_{1}$ is an indivisible, most basic subunit of $x_{2}$.	gismu
fepni	fep fei	cent		$x_{1}$ is measured in kopeck/cent money-subunits as $x_{2}$ [quantity], in monetary system $x_{3}$.	gismu
staku	tak	ceramic		$x_{1}$ is a quantity of/contains/is made of ceramic made by $x_{2}$, of composition $x_{3}$, in form/shape $x_{4}$.	gismu
birti	bit	certain		$x_{1}$ is certain/sure/positive/convinced that $x_{2}$ is true.	gismu
linsi	lin	chain		$x_{1}$ is a length of chain/links of material $x_{2}$ with link properties $x_{3}$.	gismu
stizu	tiz	chair		$x_{1}$ is a chair/stool/seat/bench, a piece or portion of a piece of furniture intended for sitting.	gismu
bakri		chalk		$x_{1}$ is a quantity of/contains/is made of chalk from source $x_{2}$ in form $x_{3}$.	gismu
talsa	tal	challenge		$x_{1}$ (person) challenges $x_{2}$ at/in property $x_{3}$.	gismu
kalsa	kas	chaotic		$x_{1}$ is chaotic/disordered in property/aspect $x_{2}$ (ka).	gismu
cartu	cat	chart		$x_{1}$ is a chart/diagram/map of/about $x_{2}$ showing formation/data-points $x_{3}$.	gismu
jersi	je'i	chase	follow	$x_{1}$ chases/pursues/(physically) follows after $x_{2}$; volition is not implied for $x_{1}$ or $x_{2}$.	gismu
cirla		cheese		$x_{1}$ is a quantity of/contains cheese/curd from source $x_{2}$.	gismu
xukmi	xum xu'i	chemical		$x_{1}$ is an instance of substance/chemical/drug $x_{2}$ (individual or mass) with purity $x_{3}$.	gismu
cutne	cut	chest		$x_{1}$ is a/the chest/thorax/upper trunk/[rib cage/breast] [body-part] of $x_{2}$.	gismu
jipci		chicken		$x_{1}$ is a chicken/[hen/cock/rooster]/small fowl [a type of bird] of species/breed $x_{2}$.	gismu
verba	ver ve'a	child	kid	$x_{1}$ is a child/kid/juvenile [a young person] of age $x_{2}$, immature by standard $x_{3}$.	gismu
kliru		chlorine		$x_{1}$ is a quantity of/contains/is made of halogen of type $x_{2}$ [chlorine, fluorine, iodine, etc.].	gismu
cakla		chocolate		$x_{1}$ is made of/contains/is a quantity of chocolate/cocoa.	gismu
cuxna	cux cu'a	choose	pick	$x_{1}$ chooses/selects $x_{2}$ [choice] from set/sequence of alternatives $x_{3}$ (complete set).	gismu
romge	rog	chrome		$x_{1}$ is a highly reflective/polished non-tarnishing metallic surface, of metal $x_{2}$ [often chromium].	gismu
sigja	sig	cigar		$x_{1}$ is a cigar/cigarette/cigarillo made from tobacco/smokable substance $x_{2}$ by $x_{3}$.	gismu
skina	kin	cinema	film	$x_{1}$ is a cinema/movie/film about $x_{2}$ [plot/theme/subject/activity], filmmaker $x_{3}$, for audience $x_{4}$.	gismu
sitna	sit	cite	refer	$x_{1}$ cites/quotes/refers to/makes reference to source $x_{2}$ for information/statement $x_{3}$ (du'u).	gismu
nimre		citrus		$x_{1}$ is a quantity of citrus [fruit/tree, etc.] of species/strain $x_{2}$.	gismu
tcadu	tca	city		$x_{1}$ is a town/city of metropolitan area $x_{2}$, in political unit $x_{3}$, serving hinterland/region $x_{4}$.	gismu
klesi	kle lei	class	type	$x_{1}$ (mass/si'o) is a class/category/subgroup/subset within $x_{2}$ with defining property $x_{3}$ (ka).	gismu
jgalu	ja'u	claw		$x_{1}$ is a/the claw/nail/talon [body-part] of $x_{2}$; [metaphor: pointed, penetrating, physical weapon].	gismu
kliti	kit	clay		$x_{1}$ is a quantity of/contains/is made of clay [moist, clammy dirt] of composition including $x_{2}$.	gismu
jinsa	jis	clean		$x_{1}$ (object) is clean/pure of material/contaminant/dirt $x_{2}$ by standard $x_{3}$.	gismu
klina	kli	clear	direct	$x_{1}$ (object/medium) is clear/transparent/without obstacle to in-the-clear $x_{2}$ [transmission].	gismu
cpare	par	climb		$x_{1}$ climbs/clambers/creeps/crawls on surface $x_{2}$ in direction $x_{3}$ using $x_{4}$ [limbs/tools].	gismu
junla	jul	clock		$x_{1}$ is clock/watch/timer measuring time units $x_{2}$ to precision $x_{3}$ with timing mechanism/method $x_{4}$.	gismu
ganlo	ga'o	closed		$x_{1}$ (portal/passage/entrance-way) is closed/shut/not open, preventing passage/access to $x_{2}$ by $x_{3}$ (something being blocked).	gismu
bukpu	buk bu'u	cloth		$x_{1}$ is an amount of cloth/fabric of type/material $x_{2}$.	gismu
dilnu	dil	cloud		$x_{1}$ is a cloud/mass of clouds of material $x_{2}$ in air mass $x_{3}$ at floor/base elevation $x_{4}$.	gismu
juxre	jux	clumsy		$x_{1}$ (action) is clumsy/awkward by standard $x_{2}$.	gismu
kolme	kol ko'e	coal		$x_{1}$ is a quantity of/contains/is made of coal/peat/anthracite/bitumen from source $x_{2}$.	gismu
kosta	kos	coat	jacket	$x_{1}$ is a coat/jacket/sweater/cloak/[cape/shawl/pullover] [extra outer garment] of material $x_{2}$.	gismu
jalra		cockroach	termite	$x_{1}$ is a cockroach/orthopteran/termite of order/species/breed $x_{2}$.	gismu
mifra	mif	code		$x_{1}$ is encoded/cipher text of plain-text $x_{2}$ by code/coding system $x_{3}$; $x_{1}$ is in code; $x_{3}$ is a code.	gismu
ckafi	kaf	coffee		$x_{1}$ is made of/contains/is a quantity of coffee from source/bean/grain $x_{2}$.	gismu
sicni	si'i	coin		$x_{1}$ is a coin/token/is specie issued by $x_{2}$ having value $x_{3}$ of composition including $x_{4}$.	gismu
lenku	lek	cold		$x_{1}$ is cold/cool by standard $x_{2}$.	gismu
karli		collar		$x_{1}$ is a collar/ring/belt/band around/surrounding $x_{2}$ made of material $x_{3}$.	gismu
janli	jal	collide		$x_{1}$ collides with/crashes/bumps/runs into $x_{2}$.	gismu
skari	ska	color		$x_{1}$ is/appears to be of color/hue $x_{2}$ as perceived/seen by $x_{3}$ under conditions $x_{4}$.	gismu
kamju		column		$x_{1}$ is a column/pillar of material $x_{2}$.	gismu
komcu	kom	comb		$x_{1}$ is a comb [many-needled shape] of material $x_{2}$ with tines/needles $x_{3}$.	gismu
klama	kla	come		$x_{1}$ comes/goes to destination $x_{2}$ from origin $x_{3}$ via route $x_{4}$ using means/vehicle $x_{5}$.	gismu
kufra	kuf	comfort		$x_{1}$ feels comfort/is comfortable with conditions/environmental property(ies) $x_{2}$.	gismu
minde	mid mi'e	command	order	$x_{1}$ issues commands/orders to $x_{2}$ for result $x_{3}$ (event/state) to happen; $x_{3}$ is commanded to occur.	gismu
pinka	pik	comment	remark	$x_{1}$ (text) is a comment/remark/observation about subject $x_{2}$ expressed by $x_{3}$ to audience $x_{4}$.	gismu
kamni		committee		$x_{1}$ (mass) is a committee with task/purpose $x_{2}$ of body $x_{3}$.	gismu
kampu	kau	common	general	$x_{1}$ (property - ka) is common/general/universal among members of set $x_{2}$ (complete set).	gismu
cecmu	cem ce'u	community		$x_{1}$ is a community/colony of organisms $x_{2}$.	gismu
kagni	kag	company		$x_{1}$ is a company/corporation/firm/partnership chartered by authority $x_{2}$ for purpose $x_{3}$.	gismu
karbi	kab	compare		$x_{1}$ [observer] compares $x_{2}$ with $x_{3}$ in property $x_{4}$ (ka), determining comparison $x_{5}$ (state).	gismu
jivna	jvi	compete		$x_{1}$ competes/vies with opponent $x_{2}$ in contest/competition $x_{3}$ (event) for gain $x_{4}$; $x_{1}$ rivals $x_{2}$.	gismu
mulno	mul mu'o	complete	finished	$x_{1}$ (event) is complete/done/finished; $x_{1}$ (object) has become whole in property $x_{2}$ by standard $x_{3}$.	gismu
pluja	luj	complicated		$x_{1}$ is complex/complicated/involved in aspect/property $x_{2}$ (ka) by standard $x_{3}$.	gismu
finti	fin fi'i	compose	invent	$x_{1}$ invents/creates/composes/authors $x_{2}$ for function/purpose $x_{3}$ from existing elements/ideas $x_{4}$.	gismu
skami	sam	computer		$x_{1}$ is a computer for purpose $x_{2}$.	gismu
cabna	cab	concurrent	now	$x_{1}$ is current at/in the present of/during/concurrent/simultaneous with $x_{2}$ in time.	gismu
lunsa	lus	condense		$x_{1}$ condenses/liquefies on/into $x_{2}$ at temperature $x_{3}$, pressure $x_{4}$; $x_{1}$ is dew/condensate on $x_{2}$.	gismu
gidva	gid gi'a	conduct	guide	$x_{1}$ (person/object/event) guides/conducts/pilots/leads $x_{2}$ (active participants) in/at $x_{3}$ (event).	gismu
konju	kon ko'u	cone		$x_{1}$ is a cone [shape/form] of material $x_{2}$ with vertex $x_{3}$.	gismu
cfipu	fi'u	confusing		$x_{1}$ (event/state) confuses/baffles $x_{2}$ [observer] due to [confusing] property $x_{3}$ (ka).	gismu
ckunu	ku'u	conifer		$x_{1}$ is a conifer/pine/fir of species/strain $x_{2}$ with cones $x_{3}$.	gismu
kanxe	kax	conjunction		$x_{1}$ is a conjunction, stating that $x_{2}$ (du'u) and $x_{3}$ (du'u) are both true.	gismu
sanji	saj	conscious	recognize	$x_{1}$ is conscious/aware of $x_{2}$ (object/abstract); $x_{1}$ discerns/recognizes $x_{2}$ (object/abstract).	gismu
stodi	sto	constant		$x_{1}$ is constant/invariant/unchanging in property $x_{2}$ (ka) in response to stimulus/conditions $x_{3}$.	gismu
vasru	vas vau	contain	include	$x_{1}$ contains/holds/encloses/includes contents $x_{2}$ within; $x_{1}$ is a vessel containing $x_{2}$.	gismu
ranji	ra'i	continue		$x_{1}$ (event/state) continues/persists over interval $x_{2}$; $x_{1}$ (property - ka) is continuous over $x_{2}$.	gismu
natfe	naf na'e	contradict	deny	$x_{1}$ (du'u) contradicts/denies/refutes/negates $x_{2}$ (du'u) under rules/logic $x_{3}$.	gismu
jitro	tro	control		$x_{1}$ has control over/harnesses/manages/directs/conducts $x_{2}$ in $x_{3}$ (activity/event/performance).	gismu
jukpa	jup	cook		$x_{1}$ cooks/prepares food-for-eating $x_{2}$ by recipe/method $x_{3}$ (process).	gismu
tunka	tuk	copper		$x_{1}$ is made of/contains/is a quantity of copper (Cu); [metaphor: reddish, electrical conductor].	gismu
gletu	let gle	copulate	fuck	$x_{1}$ copulates/mates/has coitus/sexual intercourse with $x_{2}$.	gismu
fukpi	fuk fu'i	copy		$x_{1}$ is a copy/replica/duplicate/clone of $x_{2}$ in form/medium $x_{3}$ made by method $x_{4}$ (event).	gismu
skori	sko	cord	rope	$x_{1}$ is cord/cable/rope/line/twine/cordage/woven strands of material $x_{2}$.	gismu
korka	kok	cork		$x_{1}$ is a quantity of/contains/is made of cork/bark from tree/species $x_{2}$; [material].	gismu
kojna	koj ko'a	corner		$x_{1}$ is a corner/point/at-least-3-dimensional [solid] angle [shape/form] in/on $x_{2}$, of material $x_{3}$.	gismu
drani	dra	correct		$x_{1}$ is correct/proper/right/perfect in property/aspect $x_{2}$ (ka) in situation $x_{3}$ by standard $x_{4}$.	gismu
jdima	di'a	cost	price	$x_{1}$ [amount] is the price of $x_{2}$ to purchaser/consumer $x_{3}$ set by vendor $x_{4}$.	gismu
kargu		costly		$x_{1}$ (object/commodity/property/event) is costly/expensive/dear to $x_{2}$ by standard $x_{3}$.	gismu
mapni		cotton		$x_{1}$ is a quantity of/contains/is made of cotton [type of fabric/material].	gismu
kafke		cough		$x_{1}$ coughs/farts/burps up/out $x_{2}$ [predominantly gaseous] from orifice $x_{3}$.	gismu
kancu	kac	count		$x_{1}$ (agent) counts the number in set $x_{2}$ to be $x_{3}$ [number/count] counting [off] by units $x_{4}$.	gismu
gugde	gug gu'e	country		$x_{1}$ is the country of peoples $x_{2}$ with land/territory $x_{3}$; (people/territory relationship).	gismu
pruce	ruc ru'e	course	process	$x_{1}$ is a process with inputs $x_{2}$, outputs/results $x_{3}$, passing through steps/stages $x_{4}$.	gismu
tamne		cousin		$x_{1}$ is cousin to $x_{2}$ by bond/tie $x_{3}$; [non-immediate family member, default same generation].	gismu
gacri	gai	cover		$x_{1}$ is a cover/[lid/top] for covering/concealing/sheltering $x_{2}$.	gismu
fenra	fer fe'a	crack		$x_{1}$ is a crack/fissure/pass/cleft/ravine/chasm/[defect/flaw] [shape/form] in $x_{2}$.	gismu
fenki	fek	crazy		$x_{1}$ (action/event) is crazy/insane/mad/frantic/in a frenzy (one sense) by standard $x_{2}$.	gismu
kruji	ruj	cream		$x_{1}$ is made of/contains/is a quantity of cream/emulsion/puree [consistency] of composition $x_{2}$.	gismu
zekri	zer zei	crime		$x_{1}$ (event/state) is a punishable crime/[taboo/sin] to people/culture/judges/jury $x_{2}$.	gismu
korvo		crow		$nは烏 (烏科)	override
kusru	kus	cruel		$x_{1}$ (person) is cruel/mean/unkind to victim $x_{2}$.	gismu
pilka	pil pi'a	crust		$x_{1}$ is a crust/rind/peel/skin/hide/outer cover of $x_{2}$.	gismu
krixa	kix ki'a	cry out		$x_{1}$ cries out/yells/howls sound $x_{2}$; $x_{1}$ is a crier.	gismu
krili		crystal		$x_{1}$ is a quantity of/contains/is made of crystal of composition $x_{2}$ in form/arrangement $x_{3}$.	gismu
kubli	kub	cube		$x_{1}$ is a cube/regular polyhedron/polygon of dimensions $x_{2}$ (def. 3), surfaces/sides $x_{3}$ (def. 6).	gismu
gutci	guc	cubit		$x_{1}$ is $x_{2}$ (default 1) short local distance unit(s) [non-metric], standard $x_{3}$, $x_{4}$ subunits.	gismu
kulnu	klu	culture		$x_{1}$ [mass of ideas, customs, skills, arts] is culture of nation/ethos $x_{2}$ (mass); $x_{1}$ is ethnic.	gismu
kabri		cup		$x_{1}$ is a cup/glass/tumbler/mug/vessel/[bowl] containing contents $x_{2}$, and of material $x_{3}$.	gismu
kucli		curious		$x_{1}$ is curious/wonders about/is interested in/[inquisitive about] $x_{2}$ (object/abstract).	gismu
dapma	dap	curse		$x_{1}$ curses/damns/condemns $x_{2}$ to fate (event) $x_{3}$.	gismu
murta	mur mu'a	curtain		$x_{1}$ is a curtain/blinds/drapes for covering/obscuring aperture $x_{2}$, and made of material $x_{3}$.	gismu
kruvi	ruv kru	curve		$x_{1}$ is a curve/turn/bend in $x_{2}$, at locus $x_{3}$, and defined by set of points/properties $x_{4}$.	gismu
kicne	kic ki'e	cushion		$x_{1}$ cushions $x_{2}$ with material $x_{3}$; $x_{1}$ is a cushion/pillow/pad [for $x_{2}$] of padding material $x_{3}$.	gismu
tcaci	cac	custom		$x_{1}$ is a custom/habit/[ritual/rut] of $x_{2}$ under conditions $x_{3}$.	gismu
katna	ka'a	cut		$x_{1}$ (tool/blade/force) cuts [through]/splits/divides $x_{2}$ (object) into pieces $x_{3}$.	gismu
cicna		cyan		$x_{1}$ is cyan/turquoise/greenish-blue [color adjective].	gismu
slanu		cylinder		$x_{1}$ is a cylinder [shape/form] of material $x_{2}$.	gismu
dansu		dance		$x_{1}$ (individual, mass) dances to accompaniment/music/rhythm $x_{2}$.	gismu
manku	man	dark		$x_{1}$ is dark/lacking in illumination.	gismu
datni		data		$x_{1}$ (du'u) [fact/measurement] is data/information/statistic(s) about $x_{2}$ gathered by method $x_{3}$.	gismu
detri	det	date	datetime	$x_1$ is the date [day,{week},{month},year] of event/state $x_2$, at location $x_3$, by calendar $x_4$.	gismu
tixnu	tix ti'u	daughter		$x_{1}$ is a daughter of mother/father/parents $x_{2}$; [not necessarily biological].	gismu
donri	dor do'i	daytime		$x_{1}$ is the daytime of day $x_{2}$ at location $x_{3}$; (adjective:) $x_{1}$ is diurnal (vs. nocturnal).	gismu
morsi	mro	dead		$x_{1}$ is dead/has ceased to be alive.	gismu
dirba	dib	dear		$x_{1}$ is dear/precious/darling to $x_{2}$; $x_{1}$ is emotionally valued by $x_{2}$.	gismu
tcica	tic	deceive		$x_{1}$ (event/experience) misleads/deceives/dupes/fools/cheats/tricks $x_{2}$ into $x_{3}$ (event/state).	gismu
jdice	jdi	decide		$x_{1}$ (person) decides/makes decision $x_{2}$ (du'u) about matter $x_{3}$ (event/state).	gismu
saclu		decimal		$x_{1}$ (me'o) is the [decimal/binary] equivalent of fractional $x_{2}$ (me'o) in base $x_{3}$ (quantity).	gismu
pi	piz	decimal point		digit/number: radix (number base) point; default decimal.	cmavo
jdika		decrease		$x_{1}$ (experiencer) decreases/contracts/is reduced/diminished in property/quantity $x_{2}$ by amount $x_{3}$.	gismu
condi	con cno coi	deep		$x_{1}$ is deep in extent in direction/property $x_{2}$ away from reference point $x_{3}$ by standard $x_{4}$.	gismu
mirli		deer		$x_{1}$ is a deer/elk/moose/[hart/stag/doe] of species/breed $x_{2}$.	gismu
bandu	bad	defend	protect	$x_{1}$ (event) defends/protects $x_{2}$ (object/state) from threat/peril/potential $x_{3}$ (event).	gismu
vimcu	vic vi'u	delete	remove	$x_{1}$ removes/subtracts/deducts/takes away $x_{2}$ from $x_{3}$ with/leaving result/remnant/remainder $x_{4}$.	gismu
ralci	rac	delicate		$x_{1}$ is delicate/fragile/subtle/refined in property $x_{2}$ (ka).	gismu
kukte	kuk	delicious		$x_{1}$ is delicious/tasty/delightful to observer/sense $x_{2}$ [person, or sensory activity].	gismu
crida	rid	demon	elf	$x_{1}$ is a fairy/elf/gnome/brownie/pixie/goblin/kobold [mythical humanoid] of mythos/religion $x_{2}$.	gismu
denmi	dem	dense		$x_{1}$ is dense/concentrated/packed/intense in property $x_{2}$ (ka) at location/locus $x_{3}$.	gismu
lacri	lac	depend	rely	$x_{1}$ relies/depends/counts on/trusts $x_{2}$ to bring about/ensure/maintain $x_{3}$ (event/state).	gismu
vipsi	vip	deputy		$x_{1}$ is a deputy/vice/subordinate in aspect [or organization principle] $x_{2}$ (ka) to principal $x_{3}$.	gismu
skicu	ski	describe		$x_{1}$ tells about/describes $x_{2}$ (object/event/state) to audience $x_{3}$ with description $x_{4}$ (property).	gismu
jerna		deserve	earn	$x_{1}$ (agent/person) earns/[deserves/merits] wages/salary/pay $x_{2}$ for work/service $x_{3}$ (activity).	gismu
djica	dji	desire		$x_{1}$ desires/wants/wishes $x_{2}$ (event/state) for purpose $x_{3}$.	gismu
daspo	spo	destroy		$x_{1}$ (event) destroys/ruins/wrecks/despoils $x_{2}$; $x_{1}$ is destructive.	gismu
tcila	til	detail		$x_{1}$ is a detail/feature/particular of $x_{2}$.	gismu
farvi	fav	develop		$x_{1}$ develops/evolves towards/into $x_{2}$ from $x_{3}$ through stages $x_{4}$.	gismu
frica	fic	differ		$x_{1}$ differs/is distinct from/contrasts with/is unlike $x_{2}$ in property/dimension/quantity $x_{3}$.	gismu
nandu	nad	difficult	hard	$x_{1}$ is difficult/hard/challenging for $x_{2}$ under conditions $x_{3}$; $x_{1}$ challenges (non-agentive) $x_{2}$.	gismu
kakpa		dig		$x_{1}$ (agent) digs $x_{2}$ [material] up/out of $x_{3}$ [source/hole] with limbs/tool(s) $x_{4}$.	gismu
kandi	kad	dim		$x_{1}$ is dim/dull/pale/non-intense in property $x_{2}$ (ka) as received/measured by observer $x_{3}$.	gismu
cimde		dimension		$x_{1}$ (property - ka) is a dimension of space/object $x_{2}$ according to rules/model $x_{3}$.	gismu
jansu	jas	diplomat		$x_{1}$ is a diplomat/consul representing polity $x_{2}$ in/at negotiation $x_{3}$ for function/purpose $x_{4}$.	gismu
farna	far fa'a	direction		$x_{1}$ is the direction of $x_{2}$ (object/event) from origin/in frame of reference $x_{3}$.	gismu
dertu	der de'u	dirt		$x_{1}$ is a quantity of/contains/is made of dirt/soil/earth/ground from source $x_{2}$ of composition $x_{3}$.	gismu
facki	fak fa'i	discover		$x_{1}$ discovers/finds out $x_{2}$ (du'u) about subject/object $x_{3}$; $x_{1}$ finds (fi) $x_{3}$ (object).	gismu
casnu	snu	discuss	converse	$x_{1}$(s) (mass normally, but 1 individual/jo'u possible) discuss(es)/talk(s) about topic/subject $x_{2}$.	gismu
rigni	rig	disgusting		$x_{1}$ is repugnant to/causes disgust to $x_{2}$ under conditions $x_{3}$.	gismu
runta		dissolve		$x_{1}$ dissolves in solvent $x_{2}$ forming solution/[suspension] $x_{3}$ under conditions $x_{4}$.	gismu
fatri	fai	distribute		$x_{1}$ is distributed/allotted/allocated/shared among $x_{2}$ with shares/portions $x_{3}$; ($x_{2}$/$x_{3}$ fa'u).	gismu
sfubu	sub su'u	dive		$x_{1}$ dives/swoops [manner of controlled falling] to $x_{2}$ from $x_{3}$.	gismu
fendi	fed	divide		$x_{1}$ (agent) divides/partitions/separates $x_{2}$ into sections/parts/ind. $x_{3}$ by method/partition $x_{4}$.	gismu
mikce	mic	doctor		$x_{1}$ doctors/treats/nurses/[cures]/is physician/midwife to $x_{2}$ for ailment $x_{3}$ by treatment/cure $x_{4}$.	gismu
gerku	ger ge'u	dog	canine	$x_{1}$ is a dog/canine/[bitch] of species/breed $x_{2}$.	gismu
rupnu	rup ru'u	dollar		$x_{1}$ is measured in major-money-units (dollar/yuan/ruble) as $x_{2}$ (quantity), monetary system $x_{3}$.	gismu
xasli		donkey		$x_{1}$ is a donkey/jackass of species/breed $x_{2}$.	gismu
vorme	vor vro	door		$x_{1}$ is a doorway/gateway/access way between $x_{2}$ and $x_{3}$ of structure $x_{4}$.	gismu
senpi	sen	doubt		$x_{1}$ doubts/is dubious/doubtful/skeptical/questions that $x_{2}$ (du'u) is true.	gismu
ze'au		down		減少量	override
rinci		drain		$x_{1}$ liquid/fluid drains/strains/flushes from source $x_{2}$ through drain/strainer $x_{3}$ by force $x_{4}$.	gismu
draci		drama		$x_{1}$ is a drama/play about $x_{2}$ [plot/theme/subject] by dramatist $x_{3}$ for audience $x_{4}$ with actors $x_{5}$.	gismu
dacru	dac	drawer		$x_{1}$ is a drawer/file in structure $x_{2}$, a [sliding compartment] container for contents $x_{3}$.	gismu
senva	sev sne	dream		$x_{1}$ dreams about/that $x_{2}$ (fact/idea/event/state); $x_{2}$ is a dream/reverie of $x_{1}$.	gismu
pinxe	pix	drink		$x_{1}$ (agent) drinks/imbibes beverage/drink/liquid refreshment $x_{2}$ from/out-of container/source $x_{3}$.	gismu
dirgo	dig	drop		$x_{1}$ is a drop [small, cohesive shape] of material [liquid/vapor] $x_{2}$ in surrounding material $x_{3}$.	gismu
